sample	corpusName	file	start	end	boundary	orthToken	lemma	wlsp	pSampleID	pStart	permalink
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	498470	498510	I	のたまひ	宣う	2.3100	30-宇治1220_04005	10090	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,10090
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	499640	499660	I	いは	言う	2.3100	30-宇治1220_04005	11260	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,11260
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	500820	500840	I	いふ	言う	2.3100	30-宇治1220_04005	12440	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,12440
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	500990	501010	I	いへ	言う	2.3100	30-宇治1220_04005	12610	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,12610
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	501620	501640	I	いふ	言う	2.3100	30-宇治1220_04005	13240	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,13240
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	502890	502910	I	申さ	申す	2.3100	30-宇治1220_04005	14510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,14510
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	504450	504470	I	いふ	言う	2.3100	30-宇治1220_04005	16070	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,16070
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	504760	504780	I	いふ	言う	2.3100	30-宇治1220_04005	16380	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,16380
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	506100	506120	I	申さ	申す	2.3100	30-宇治1220_04005	17720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,17720
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	506540	506560	I	申さ	申す	2.3100	30-宇治1220_04005	18160	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,18160
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	508530	508550	I	申さ	申す	2.3100	30-宇治1220_04005	20150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,20150
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S005_五　石橋の下の蛇の…　57	508590	508610	I	言ひ	言う	2.3100	30-宇治1220_04005	20210	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04005,20210
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	510060	510080	I	いひ	言う	2.3100	30-宇治1220_04006	430	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,430
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	511670	511690	I	いふ	言う	2.3100	30-宇治1220_04006	2040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,2040
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	512030	512050	I	いひ	言う	2.3100	30-宇治1220_04006	2400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,2400
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	512150	512170	I	いふ	言う	2.3100	30-宇治1220_04006	2520	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,2520
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	512320	512340	I	いひ	言う	2.3100	30-宇治1220_04006	2690	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,2690
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	513540	513560	I	いひ	言う	2.3100	30-宇治1220_04006	3910	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,3910
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	513690	513710	I	いふ	言う	2.3100	30-宇治1220_04006	4060	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,4060
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S006_六　東北院菩提講の…　58	514030	514050	I	申し	申す	2.3100	30-宇治1220_04006	4400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04006,4400
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	518730	518750	I	いひ	言う	2.3100	30-宇治1220_04007	3040	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,3040
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	519380	519400	I	いひ	言う	2.3100	30-宇治1220_04007	3690	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,3690
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	519640	519660	I	いふ	言う	2.3100	30-宇治1220_04007	3950	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,3950
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	522490	522510	I	いひ	言う	2.3100	30-宇治1220_04007	6800	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,6800
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	522890	522910	I	いひ	言う	2.3100	30-宇治1220_04007	7200	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,7200
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	523920	523940	I	いは	言う	2.3100	30-宇治1220_04007	8230	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,8230
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	524960	524980	I	いひ	言う	2.3100	30-宇治1220_04007	9270	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,9270
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S007_七　三河入道、遁世…　59	525370	525390	I	いひ	言う	2.3100	30-宇治1220_04007	9680	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04007,9680
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	527150	527170	I	曰く	言う	2.3100	30-宇治1220_04008	1150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,1150
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	527480	527500	B	仰せ	仰せる	23100	30-宇治1220_04008	1480	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,1480
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	527630	527650	I	いふ	言う	2.3100	30-宇治1220_04008	1630	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,1630
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	527720	527740	I	曰く	言う	2.3100	30-宇治1220_04008	1720	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,1720
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	528020	528040	I	申さ	申す	2.3100	30-宇治1220_04008	2020	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,2020
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	528500	528520	I	いふ	言う	2.3100	30-宇治1220_04008	2500	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,2500
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	528760	528780	I	いふ	言う	2.3100	30-宇治1220_04008	2760	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,2760
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	529460	529480	I	いふ	言う	2.3100	30-宇治1220_04008	3460	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,3460
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	529760	529780	I	仰せ	仰せる	23100	30-宇治1220_04008	3760	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,3760
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	530080	530100	I	仰せ	仰せる	23100	30-宇治1220_04008	4080	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,4080
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	530170	530190	I	いふ	言う	2.3100	30-宇治1220_04008	4170	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,4170
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	530430	530450	I	いふ	言う	2.3100	30-宇治1220_04008	4430	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,4430
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S008_八　進命婦、清水寺…　60	531530	531550	I	言ひ	言う	2.3100	30-宇治1220_04008	5530	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04008,5530
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S009_九　業遠朝臣、蘇生…　61	532350	532370	I	仰せ	仰せる	23100	30-宇治1220_04009	240	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04009,240
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S009_九　業遠朝臣、蘇生…　61	532440	532460	I	言ひ	言う	2.3100	30-宇治1220_04009	330	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04009,330
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S009_九　業遠朝臣、蘇生…　61	533090	533110	I	いひ	言う	2.3100	30-宇治1220_04009	980	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04009,980
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	534650	534670	I	申さ	申す	2.3100	30-宇治1220_04010	1400	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,1400
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	535540	535560	I	いは	言う	2.3100	30-宇治1220_04010	2290	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,2290
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	535680	535720	I	のたまへ	宣う	2.3100	30-宇治1220_04010	2430	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,2430
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	536260	536280	I	いひ	言う	2.3100	30-宇治1220_04010	3010	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,3010
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	536390	536410	I	いひ	言う	2.3100	30-宇治1220_04010	3140	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,3140
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	537040	537060	I	いひ	言う	2.3100	30-宇治1220_04010	3790	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,3790
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	537420	537460	I	のたまふ	宣う	2.3100	30-宇治1220_04010	4170	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,4170
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	538060	538080	I	言ひ	言う	2.3100	30-宇治1220_04010	4810	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,4810
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	538400	538420	I	申し	申す	2.3100	30-宇治1220_04010	5150	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,5150
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	538500	538520	I	いひ	言う	2.3100	30-宇治1220_04010	5250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,5250
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S010_十　篤昌、忠恒等の…　62	538660	538680	I	いひ	言う	2.3100	30-宇治1220_04010	5410	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04010,5410
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S011_十一　後朱雀院、丈六…　63	539560	539580	I	申し	申す	2.3100	30-宇治1220_04011	600	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04011,600
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S011_十一　後朱雀院、丈六…　63	539610	539630	I	曰く	言う	2.3100	30-宇治1220_04011	650	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04011,650
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	543620	543640	I	いふ	言う	2.3100	30-宇治1220_04013	660	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,660
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	543660	543690	I	誦する	誦する	23100	30-宇治1220_04013	700	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,700
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	543860	543890	I	誦する	誦する	23100	30-宇治1220_04013	900	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,900
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	544230	544250	I	いふ	言う	2.3100	30-宇治1220_04013	1270	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,1270
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	544330	544350	I	いひ	言う	2.3100	30-宇治1220_04013	1370	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,1370
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S013_十三　智海法印、癩人…　65	544950	544970	I	いひ	言う	2.3100	30-宇治1220_04013	1990	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04013,1990
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S014_十四　白河院おそはれ…　66	547010	547030	I	申さ	申す	2.3100	30-宇治1220_04014	1590	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04014,1590
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S015_十五　永超僧都、魚食…　67	548970	548990	I	曰く	言う	2.3100	30-宇治1220_04015	1760	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04015,1760
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S015_十五　永超僧都、魚食…　67	549230	549250	I	いふ	言う	2.3100	30-宇治1220_04015	2020	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04015,2020
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S015_十五　永超僧都、魚食…　67	549980	550000	I	申す	申す	2.3100	30-宇治1220_04015	2770	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04015,2770
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	550720	550740	I	いふ	言う	2.3100	30-宇治1220_04016	480	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,480
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	550750	550770	I	誦し	誦する	23100	30-宇治1220_04016	510	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,510
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	551070	551100	I	誦する	誦する	23100	30-宇治1220_04016	830	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,830
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	552080	552100	I	申す	申す	2.3100	30-宇治1220_04016	1840	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,1840
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	552450	552470	I	申せ	申す	2.3100	30-宇治1220_04016	2210	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,2210
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S016_十六　了延に実因、湖…　68	552490	552510	I	いひ	言う	2.3100	30-宇治1220_04016	2250	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04016,2250
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S017_十七　慈恵僧正、戒壇…　69	553860	553880	I	曰く	言う	2.3100	30-宇治1220_04017	1310	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04017,1310
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S017_十七　慈恵僧正、戒壇…　69	554430	554450	I	いふ	言う	2.3100	30-宇治1220_04017	1880	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04017,1880
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S017_十七　慈恵僧正、戒壇…　69	554490	554510	I	曰く	言う	2.3100	30-宇治1220_04017	1940	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04017,1940
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S005_宇治拾遺物語　巻第四_S017_十七　慈恵僧正、戒壇…　69	556020	556040	I	いふ	言う	2.3100	30-宇治1220_04017	3470	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_04017,3470
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S001_一　四の宮河原地蔵…　70	558970	558990	I	いふ	言う	2.3100	30-宇治1220_05001	1930	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05001,1930
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S001_一　四の宮河原地蔵…　70	559490	559510	I	いへ	言う	2.3100	30-宇治1220_05001	2450	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05001,2450
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S001_一　四の宮河原地蔵…　70	559890	559910	I	いへ	言う	2.3100	30-宇治1220_05001	2850	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05001,2850
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S001_一　四の宮河原地蔵…　70	560030	560050	I	いへ	言う	2.3100	30-宇治1220_05001	2990	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05001,2990
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S002_二　伏見修理大夫の…　71	563380	563400	I	いひ	言う	2.3100	30-宇治1220_05002	1970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05002,1970
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S002_二　伏見修理大夫の…　71	563550	563570	I	いひ	言う	2.3100	30-宇治1220_05002	2140	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05002,2140
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S003_三　以長、物忌の事…　72	566050	566070	I	申し	申す	2.3100	30-宇治1220_05003	610	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05003,610
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S003_三　以長、物忌の事…　72	568410	568430	I	いひ	言う	2.3100	30-宇治1220_05003	2970	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05003,2970
30-宇治	CHJ鎌倉_コア	50_宇治拾遺物語_S006_宇治拾遺物語　巻第五_S003_三　以長、物忌の事…　72	568920	568940	I	いひ	言う	2.3100	30-宇治1220_05003	3480	https://chunagon.ninjal.ac.jp/chj/permalink?unit=short&position=30-%E5%AE%87%E6%B2%BB1220_05003,3480
